Year,Region,Population Growth (%),Urbanization Rate (%),Infrastructure Growth (%),Poverty Rate (%),Slum Growth (%)
2025,"Bapunagar Slum, Ahmedabad",2.07,0.92,3.59,31.64,4.08
1995,"Annabhau Sathe Nagar, Mumbai",2.199217683,1.69,1.773720137,46.04585251,3.78197037
1996,"Annabhau Sathe Nagar, Mumbai",2.03,1.2,1.88,45.66,3.91
1997,"Annabhau Sathe Nagar, Mumbai",2.12,1.35,2.04,45.23,4.09
1998,"Annabhau Sathe Nagar, Mumbai",1.97,1.2,2.15,44.98,4.1
1999,"Annabhau Sathe Nagar, Mumbai",1.86,1.75,2.23,44.56,4.07
2000,"Annabhau Sathe Nagar, Mumbai",1.74,1.43,2.13,44.23,4
2001,"Annabhau Sathe Nagar, Mumbai",1.68,1.82,2.26,43.86,3.92
2002,"Annabhau Sathe Nagar, Mumbai",1.65,2.26,2.13,43.39,3.76
2003,"Annabhau Sathe Nagar, Mumbai",1.76,1.38,2.24,42.97,3.7
2004,"Annabhau Sathe Nagar, Mumbai",1.85,1.38,2.16,42.71,3.83
2005,"Annabhau Sathe Nagar, Mumbai",1.7,2.29,2.13,42.46,3.7
2006,"Annabhau Sathe Nagar, Mumbai",1.78,1.88,1.99,42.11,3.82
2007,"Annabhau Sathe Nagar, Mumbai",1.84,1.27,2.08,41.68,4.01
2008,"Annabhau Sathe Nagar, Mumbai",1.87,1.77,2.13,41.56,3.94
2009,"Annabhau Sathe Nagar, Mumbai",1.95,1.27,2.06,41.19,3.78
2010,"Annabhau Sathe Nagar, Mumbai",1.92,1.27,2.08,40.86,3.99
2011,"Annabhau Sathe Nagar, Mumbai",1.89,1.62,2.09,40.52,4.04
2012,"Annabhau Sathe Nagar, Mumbai",2.05,0.54,2.1,40.34,3.94
2013,"Annabhau Sathe Nagar, Mumbai",2.09,0.64,2.11,39.85,3.86
2014,"Annabhau Sathe Nagar, Mumbai",2.24,1.22,2.29,39.58,3.78
2015,"Annabhau Sathe Nagar, Mumbai",2.42,0.99,2.36,39.15,4
2016,"Annabhau Sathe Nagar, Mumbai",2.27,1.66,2.31,38.78,3.95
2017,"Annabhau Sathe Nagar, Mumbai",2.21,1.05,2.42,38.31,4.06
2018,"Annabhau Sathe Nagar, Mumbai",2.26,0.79,2.51,37.81,4.01
2019,"Annabhau Sathe Nagar, Mumbai",2.4,2.23,2.48,37.35,4.09
2020,"Annabhau Sathe Nagar, Mumbai",2.38,1.39,2.72,37.23,4.12
2021,"Annabhau Sathe Nagar, Mumbai",2.37,1.53,2.66,36.88,4.15
2022,"Annabhau Sathe Nagar, Mumbai",2.24,0.79,2.67,36.47,3.99
2023,"Annabhau Sathe Nagar, Mumbai",2.22,1.23,2.57,36.1,4.09
2024,"Annabhau Sathe Nagar, Mumbai",2.37,1.56,2.61,35.94,4.28
2025,"Annabhau Sathe Nagar, Mumbai",2.57,0.92,2.58,35.47,4.33
1995,"Seemapuri, Delhi",3.216678637,1.69,1.32119441,46.67181736,3.072223894
1996,"Seemapuri, Delhi",3.16,1.2,1.41,46.19,3.16
1997,"Seemapuri, Delhi",3.11,1.35,1.61,45.8,3.29
1998,"Seemapuri, Delhi",3.16,1.2,1.6,45.58,3.2
1999,"Seemapuri, Delhi",3.34,1.75,1.58,45.43,3.36
2000,"Seemapuri, Delhi",3.53,1.43,1.52,44.95,3.31
2001,"Seemapuri, Delhi",3.71,1.82,1.63,44.7,3.22
2002,"Seemapuri, Delhi",3.77,2.26,1.51,44.6,3.08
2003,"Seemapuri, Delhi",3.73,1.38,1.65,44.5,2.91
2004,"Seemapuri, Delhi",3.81,1.38,1.52,44.05,3.08
2005,"Seemapuri, Delhi",3.96,2.29,1.51,43.93,3.06
2006,"Seemapuri, Delhi",4.17,1.88,1.63,43.53,2.99
2007,"Seemapuri, Delhi",4.18,1.27,1.5,43.09,2.85
2008,"Seemapuri, Delhi",4.19,1.77,1.57,42.93,2.88
2009,"Seemapuri, Delhi",4.38,1.27,1.64,42.79,2.88
2010,"Seemapuri, Delhi",4.24,1.27,1.79,42.32,2.81
2011,"Seemapuri, Delhi",4.35,1.62,2.03,41.82,2.97
2012,"Seemapuri, Delhi",4.37,0.54,2.22,41.53,3
2013,"Seemapuri, Delhi",4.25,0.64,2.35,41.18,2.99
2014,"Seemapuri, Delhi",4.2,1.22,2.4,40.79,2.83
2015,"Seemapuri, Delhi",4.41,0.99,2.44,40.36,2.75
2016,"Seemapuri, Delhi",4.41,1.66,2.38,39.88,2.96
2017,"Seemapuri, Delhi",4.55,1.05,2.27,39.54,2.93
2018,"Seemapuri, Delhi",4.72,0.79,2.48,39.07,2.97
2019,"Seemapuri, Delhi",4.93,2.23,2.56,38.58,3.14
2020,"Seemapuri, Delhi",4.85,1.39,2.46,38.27,2.98
2021,"Seemapuri, Delhi",4.75,1.53,2.47,37.91,2.98
2022,"Seemapuri, Delhi",4.63,0.79,2.33,37.52,2.96
2023,"Seemapuri, Delhi",4.54,1.23,2.24,37.09,3.1
2024,"Seemapuri, Delhi",4.62,1.56,2.28,36.59,2.99
2025,"Seemapuri, Delhi",4.56,0.92,2.29,36.09,2.87
1995,"J.J. Colony, Delhi",3.427468098,1.69,1.019473349,45.41213386,3.944934046
1996,"J.J. Colony, Delhi",3.61,1.2,1.24,44.91,3.9
1997,"J.J. Colony, Delhi",3.73,1.35,1.46,44.64,4.04
1998,"J.J. Colony, Delhi",3.75,1.2,1.56,44.33,4.07
1999,"J.J. Colony, Delhi",3.92,1.75,1.59,43.94,4.2
2000,"J.J. Colony, Delhi",3.94,1.43,1.73,43.71,4.36
2001,"J.J. Colony, Delhi",4,1.82,1.84,43.25,4.47
2002,"J.J. Colony, Delhi",4.04,2.26,2.02,43.06,4.47
2003,"J.J. Colony, Delhi",4,1.38,1.97,42.87,4.43
2004,"J.J. Colony, Delhi",4.13,1.38,2.08,42.45,4.47
2005,"J.J. Colony, Delhi",4.22,2.29,2.05,42.24,4.55
2006,"J.J. Colony, Delhi",4.29,1.88,2.13,41.76,4.42
2007,"J.J. Colony, Delhi",4.46,1.27,2.14,41.42,4.41
2008,"J.J. Colony, Delhi",4.34,1.77,2.17,41.23,4.58
2009,"J.J. Colony, Delhi",4.36,1.27,2.14,40.88,4.44
2010,"J.J. Colony, Delhi",4.56,1.27,2.11,40.59,4.42
2011,"J.J. Colony, Delhi",4.63,1.62,2.09,40.2,4.34
2012,"J.J. Colony, Delhi",4.79,0.54,2.19,39.88,4.27
2013,"J.J. Colony, Delhi",4.82,0.64,2.1,39.4,4.13
2014,"J.J. Colony, Delhi",4.93,1.22,2.28,39,4
2015,"J.J. Colony, Delhi",4.86,0.99,2.14,38.79,4.15
2016,"J.J. Colony, Delhi",4.77,1.66,2.24,38.6,4.18
2017,"J.J. Colony, Delhi",4.62,1.05,2.35,38.17,4.21
2018,"J.J. Colony, Delhi",4.7,0.79,2.47,37.69,4.23
2019,"J.J. Colony, Delhi",4.83,2.23,2.35,37.49,4.28
2020,"J.J. Colony, Delhi",4.93,1.39,2.59,37.14,4.41
2021,"J.J. Colony, Delhi",5.14,1.53,2.48,37,4.25
2022,"J.J. Colony, Delhi",5.35,0.79,2.44,36.86,4.41
2023,"J.J. Colony, Delhi",5.56,1.23,2.57,36.39,4.43
2024,"J.J. Colony, Delhi",5.51,1.56,2.68,36,4.47
2025,"J.J. Colony, Delhi",5.47,0.92,2.67,35.86,4.39
1995,"Garden Reach, Kolkata",3.125869686,1.69,1.565622415,36.18968694,2.658482474
1996,"Garden Reach, Kolkata",3.21,1.2,1.42,35.91,2.73
1997,"Garden Reach, Kolkata",3.25,1.35,1.46,35.71,2.84
1998,"Garden Reach, Kolkata",3.42,1.2,1.65,35.29,2.92
1999,"Garden Reach, Kolkata",3.49,1.75,1.76,34.94,2.97
2000,"Garden Reach, Kolkata",3.62,1.43,1.65,34.79,2.83
2001,"Garden Reach, Kolkata",3.71,1.82,1.72,34.55,2.9
2002,"Garden Reach, Kolkata",3.84,2.26,1.72,34.32,2.81
2003,"Garden Reach, Kolkata",3.8,1.38,1.77,34.2,2.97
2004,"Garden Reach, Kolkata",4.02,1.38,1.96,33.74,3.13
2005,"Garden Reach, Kolkata",3.97,2.29,2.05,33.26,3.05
2006,"Garden Reach, Kolkata",4.03,1.88,2.22,33.09,3.19
2007,"Garden Reach, Kolkata",4.06,1.27,2.18,32.89,3.1
2008,"Garden Reach, Kolkata",4.01,1.77,2.13,32.46,3.3
2009,"Garden Reach, Kolkata",3.99,1.27,2.22,32.26,3.45
2010,"Garden Reach, Kolkata",4.14,1.27,2.27,31.94,3.67
2011,"Garden Reach, Kolkata",4.33,1.62,2.21,31.7,3.55
2012,"Garden Reach, Kolkata",4.53,0.54,2.15,31.26,3.45
2013,"Garden Reach, Kolkata",4.42,0.64,2.29,31.06,3.58
2014,"Garden Reach, Kolkata",4.53,1.22,2.33,30.65,3.54
2015,"Garden Reach, Kolkata",4.49,0.99,2.51,30.24,3.52
2016,"Garden Reach, Kolkata",4.49,1.66,2.58,29.94,3.56
2017,"Garden Reach, Kolkata",4.32,1.05,2.58,29.72,3.49
2018,"Garden Reach, Kolkata",4.24,0.79,2.77,29.22,3.33
2019,"Garden Reach, Kolkata",4.4,2.23,2.76,29.11,3.55
2020,"Garden Reach, Kolkata",4.33,1.39,2.93,28.89,3.77
2021,"Garden Reach, Kolkata",4.36,1.53,3.17,28.4,3.82
2022,"Garden Reach, Kolkata",4.2,0.79,3.22,28.17,3.99
2023,"Garden Reach, Kolkata",4.2,1.23,3.44,27.75,4
2024,"Garden Reach, Kolkata",4.31,1.56,3.4,27.63,3.96
2025,"Garden Reach, Kolkata",4.44,0.92,3.58,27.22,4.16
1995,"Metiabruz, Kolkata",1.850823162,1.69,1.671492883,45.01123836,3.929131381
1996,"Metiabruz, Kolkata",1.83,1.2,1.61,44.85,4.11
1997,"Metiabruz, Kolkata",2.02,1.35,1.7,44.45,4.03
1998,"Metiabruz, Kolkata",1.93,1.2,1.56,44.1,4.09
1999,"Metiabruz, Kolkata",1.77,1.75,1.54,43.71,4.31
2000,"Metiabruz, Kolkata",1.64,1.43,1.76,43.37,4.28
2001,"Metiabruz, Kolkata",1.48,1.82,1.61,43.11,4.15
2002,"Metiabruz, Kolkata",1.53,2.26,1.52,42.96,4.12
2003,"Metiabruz, Kolkata",1.45,1.38,1.67,42.84,4.01
2004,"Metiabruz, Kolkata",1.59,1.38,1.83,42.72,4.1
2005,"Metiabruz, Kolkata",1.81,2.29,1.96,42.5,4.03
2006,"Metiabruz, Kolkata",1.81,1.88,2.11,42.31,4.08
2007,"Metiabruz, Kolkata",1.96,1.27,2.03,41.87,4.24
2008,"Metiabruz, Kolkata",2.11,1.77,2.23,41.55,4.39
2009,"Metiabruz, Kolkata",2.06,1.27,2.46,41.33,4.59
2010,"Metiabruz, Kolkata",2.07,1.27,2.43,40.98,4.46
2011,"Metiabruz, Kolkata",2.21,1.62,2.48,40.66,4.51
2012,"Metiabruz, Kolkata",2.22,0.54,2.38,40.33,4.65
2013,"Metiabruz, Kolkata",2.19,0.64,2.56,40.09,4.65
2014,"Metiabruz, Kolkata",2.06,1.22,2.78,39.89,4.62
2015,"Metiabruz, Kolkata",2.08,0.99,2.95,39.45,4.85
2016,"Metiabruz, Kolkata",2.2,1.66,3.13,38.99,4.89
2017,"Metiabruz, Kolkata",2.25,1.05,3.18,38.59,5.02
2018,"Metiabruz, Kolkata",2.1,0.79,3.19,38.24,4.98
2019,"Metiabruz, Kolkata",1.95,2.23,3.07,38.12,4.97
2020,"Metiabruz, Kolkata",1.86,1.39,3.02,37.8,5.16
2021,"Metiabruz, Kolkata",1.91,1.53,3.26,37.53,5.01
2022,"Metiabruz, Kolkata",1.74,0.79,3.23,37.18,5.04
2023,"Metiabruz, Kolkata",1.66,1.23,3.37,36.7,5.25
2024,"Metiabruz, Kolkata",1.86,1.56,3.43,36.37,5.33
2025,"Metiabruz, Kolkata",1.7,0.92,3.58,36.22,5.34
1995,"Park Circus, Kolkata",1.628183303,1.69,1.431916793,34.8896682,3.647944772
1996,"Park Circus, Kolkata",1.68,1.2,1.62,34.55,3.6
1997,"Park Circus, Kolkata",1.7,1.35,1.78,34.34,3.44
1998,"Park Circus, Kolkata",1.69,1.2,1.93,34.13,3.61
1999,"Park Circus, Kolkata",1.54,1.75,1.85,33.98,3.48
2000,"Park Circus, Kolkata",1.38,1.43,1.92,33.53,3.46
2001,"Park Circus, Kolkata",1.56,1.82,2.09,33.29,3.58
2002,"Park Circus, Kolkata",1.6,2.26,2.19,33.16,3.6
2003,"Park Circus, Kolkata",1.78,1.38,2.43,32.83,3.53
2004,"Park Circus, Kolkata",1.87,1.38,2.34,32.36,3.44
2005,"Park Circus, Kolkata",1.95,2.29,2.34,31.91,3.45
2006,"Park Circus, Kolkata",2.1,1.88,2.49,31.53,3.44
2007,"Park Circus, Kolkata",1.93,1.27,2.69,31.19,3.56
2008,"Park Circus, Kolkata",1.96,1.77,2.91,30.78,3.41
2009,"Park Circus, Kolkata",1.92,1.27,2.77,30.29,3.28
2010,"Park Circus, Kolkata",1.85,1.27,2.91,29.98,3.15
2011,"Park Circus, Kolkata",1.89,1.62,3.09,29.79,3.22
2012,"Park Circus, Kolkata",2.02,0.54,3.22,29.58,3.22
2013,"Park Circus, Kolkata",1.93,0.64,3.43,29.43,3.2
2014,"Park Circus, Kolkata",2.02,1.22,3.36,29.3,3.18
2015,"Park Circus, Kolkata",1.92,0.99,3.51,29.04,3.19
2016,"Park Circus, Kolkata",2.09,1.66,3.71,28.57,3.09
2017,"Park Circus, Kolkata",2.26,1.05,3.59,28.27,3.26
2018,"Park Circus, Kolkata",2.34,0.79,3.45,27.78,3.3
2019,"Park Circus, Kolkata",2.5,2.23,3.56,27.45,3.14
2020,"Park Circus, Kolkata",2.49,1.39,3.45,27,3.08
2021,"Park Circus, Kolkata",2.59,1.53,3.52,26.74,3.13
2022,"Park Circus, Kolkata",2.68,0.79,3.67,26.54,3.35
2023,"Park Circus, Kolkata",2.54,1.23,3.78,26.31,3.34
2024,"Park Circus, Kolkata",2.42,1.56,3.86,25.86,3.22
2025,"Park Circus, Kolkata",2.62,0.92,4.04,25.59,3.44
1995,"Kasba, Kolkata",2.640507969,1.69,0.59014974,31.19519524,2.904660791
1996,"Kasba, Kolkata",2.56,1.2,0.82,31.06,2.87
1997,"Kasba, Kolkata",2.42,1.35,0.98,30.81,3.1
1998,"Kasba, Kolkata",2.55,1.2,1.01,30.57,3.05
1999,"Kasba, Kolkata",2.63,1.75,1.24,30.14,2.93
2000,"Kasba, Kolkata",2.55,1.43,1.3,29.66,3.15
2001,"Kasba, Kolkata",2.69,1.82,1.2,29.19,3.15
2002,"Kasba, Kolkata",2.72,2.26,1.24,28.84,3.21
2003,"Kasba, Kolkata",2.65,1.38,1.11,28.51,3.23
2004,"Kasba, Kolkata",2.49,1.38,1.29,28.37,3.09
2005,"Kasba, Kolkata",2.34,2.29,1.37,27.88,2.92
2006,"Kasba, Kolkata",2.43,1.88,1.41,27.45,2.88
2007,"Kasba, Kolkata",2.59,1.27,1.33,27.19,2.74
2008,"Kasba, Kolkata",2.51,1.77,1.33,27.01,2.6
2009,"Kasba, Kolkata",2.72,1.27,1.55,26.63,2.51
2010,"Kasba, Kolkata",2.73,1.27,1.71,26.36,2.45
2011,"Kasba, Kolkata",2.8,1.62,1.6,26.06,2.37
2012,"Kasba, Kolkata",2.82,0.54,1.48,25.7,2.43
2013,"Kasba, Kolkata",2.65,0.64,1.56,25.47,2.29
2014,"Kasba, Kolkata",2.81,1.22,1.46,25.2,2.45
2015,"Kasba, Kolkata",2.89,0.99,1.37,24.71,2.52
2016,"Kasba, Kolkata",3.06,1.66,1.41,24.58,2.67
2017,"Kasba, Kolkata",3.17,1.05,1.63,24.33,2.77
2018,"Kasba, Kolkata",3.13,0.79,1.51,24.09,2.86
2019,"Kasba, Kolkata",2.97,2.23,1.61,23.87,3
2020,"Kasba, Kolkata",3.01,1.39,1.49,23.38,3.16
2021,"Kasba, Kolkata",3.06,1.53,1.43,23.1,3.26
2022,"Kasba, Kolkata",2.92,0.79,1.43,22.66,3.37
2023,"Kasba, Kolkata",2.93,1.23,1.48,22.28,3.57
2024,"Kasba, Kolkata",2.8,1.56,1.46,22.09,3.52
2025,"Kasba, Kolkata",2.91,0.92,1.61,21.63,3.62
1995,"Rajendranagar, Hyderabad",1.945071836,1.69,1.386415913,34.36269944,4.832143153
1996,"Rajendranagar, Hyderabad",1.98,1.2,1.3,34.19,4.85
1997,"Rajendranagar, Hyderabad",2.1,1.35,1.35,33.87,5
1998,"Rajendranagar, Hyderabad",1.99,1.2,1.37,33.57,5.22
1999,"Rajendranagar, Hyderabad",1.94,1.75,1.54,33.31,5.37
2000,"Rajendranagar, Hyderabad",1.9,1.43,1.59,32.9,5.4
2001,"Rajendranagar, Hyderabad",2.11,1.82,1.69,32.67,5.56
2002,"Rajendranagar, Hyderabad",2.09,2.26,1.65,32.45,5.68
2003,"Rajendranagar, Hyderabad",1.99,1.38,1.69,32.02,5.51
2004,"Rajendranagar, Hyderabad",2.15,1.38,1.55,31.87,5.49
2005,"Rajendranagar, Hyderabad",2.2,2.29,1.61,31.39,5.68
2006,"Rajendranagar, Hyderabad",2.06,1.88,1.63,31.09,5.75
2007,"Rajendranagar, Hyderabad",2.08,1.27,1.81,30.94,5.66
2008,"Rajendranagar, Hyderabad",2.06,1.77,2.01,30.66,5.55
2009,"Rajendranagar, Hyderabad",2.15,1.27,2.12,30.24,5.63
2010,"Rajendranagar, Hyderabad",2,1.27,2,29.83,5.81
2011,"Rajendranagar, Hyderabad",2.08,1.62,1.98,29.66,5.73
2012,"Rajendranagar, Hyderabad",2.09,0.54,2.15,29.49,5.67
2013,"Rajendranagar, Hyderabad",2.29,0.64,2.16,29.26,5.87
2014,"Rajendranagar, Hyderabad",2.19,1.22,2.07,28.88,6
2015,"Rajendranagar, Hyderabad",2.3,0.99,2.06,28.64,5.88
2016,"Rajendranagar, Hyderabad",2.42,1.66,2.02,28.19,5.91
2017,"Rajendranagar, Hyderabad",2.49,1.05,2.13,27.96,5.91
2018,"Rajendranagar, Hyderabad",2.46,0.79,2.29,27.55,5.74
2019,"Rajendranagar, Hyderabad",2.45,2.23,2.15,27.11,5.62
2020,"Rajendranagar, Hyderabad",2.62,1.39,2.15,26.95,5.73
2021,"Rajendranagar, Hyderabad",2.77,1.53,2.19,26.82,5.56
2022,"Rajendranagar, Hyderabad",2.81,0.79,2.14,26.58,5.56
2023,"Rajendranagar, Hyderabad",2.8,1.23,2.34,26.25,5.68
2024,"Rajendranagar, Hyderabad",2.63,1.56,2.41,26.1,5.71
2025,"Rajendranagar, Hyderabad",2.63,0.92,2.46,25.91,5.71
1995,"Borabanda, Hyderabad",2.281976827,1.69,0.658444168,38.42082848,4.898620232
1996,"Borabanda, Hyderabad",2.24,1.2,0.7,37.94,4.77
1997,"Borabanda, Hyderabad",2.26,1.35,0.95,37.48,4.86
1998,"Borabanda, Hyderabad",2.34,1.2,1.12,37.13,4.85
1999,"Borabanda, Hyderabad",2.21,1.75,1.23,36.97,4.99
2000,"Borabanda, Hyderabad",2.25,1.43,1.19,36.86,5.2
2001,"Borabanda, Hyderabad",2.11,1.82,1.43,36.43,5.22
2002,"Borabanda, Hyderabad",2.17,2.26,1.42,36.1,5.19
2003,"Borabanda, Hyderabad",2.3,1.38,1.31,35.68,5.05
2004,"Borabanda, Hyderabad",2.19,1.38,1.4,35.5,4.9
2005,"Borabanda, Hyderabad",2.37,2.29,1.58,35.3,4.81
2006,"Borabanda, Hyderabad",2.41,1.88,1.54,34.85,4.94
2007,"Borabanda, Hyderabad",2.37,1.27,1.66,34.37,4.92
2008,"Borabanda, Hyderabad",2.33,1.77,1.82,34,4.94
2009,"Borabanda, Hyderabad",2.32,1.27,1.82,33.56,4.94
2010,"Borabanda, Hyderabad",2.28,1.27,2,33.24,5.07
2011,"Borabanda, Hyderabad",2.14,1.62,2.18,32.89,5.13
2012,"Borabanda, Hyderabad",2.01,0.54,2.23,32.58,5.1
2013,"Borabanda, Hyderabad",2.22,0.64,2.42,32.31,4.97
2014,"Borabanda, Hyderabad",2.12,1.22,2.44,32,4.9
2015,"Borabanda, Hyderabad",2.31,0.99,2.66,31.87,5.06
2016,"Borabanda, Hyderabad",2.16,1.66,2.79,31.67,5.1
2017,"Borabanda, Hyderabad",2.33,1.05,2.94,31.21,4.98
2018,"Borabanda, Hyderabad",2.37,0.79,3.03,30.9,4.94
2019,"Borabanda, Hyderabad",2.4,2.23,3.27,30.79,4.78
2020,"Borabanda, Hyderabad",2.34,1.39,3.37,30.51,4.94
2021,"Borabanda, Hyderabad",2.3,1.53,3.33,30.18,4.8
2022,"Borabanda, Hyderabad",2.39,0.79,3.3,30.01,4.88
2023,"Borabanda, Hyderabad",2.48,1.23,3.33,29.78,5
2024,"Borabanda, Hyderabad",2.65,1.56,3.5,29.52,5.22
2025,"Borabanda, Hyderabad",2.62,0.92,3.46,29.14,5.19
1995,"Yerukala Basti, Visakhapatnam",2.314966713,1.69,0.561101355,41.30543034,3.596688223
1996,"Yerukala Basti, Visakhapatnam",2.46,1.2,0.61,40.96,3.75
1997,"Yerukala Basti, Visakhapatnam",2.35,1.35,0.75,40.6,3.84
1998,"Yerukala Basti, Visakhapatnam",2.22,1.2,0.72,40.27,3.75
1999,"Yerukala Basti, Visakhapatnam",2.07,1.75,0.9,40.16,3.63
2000,"Yerukala Basti, Visakhapatnam",2.04,1.43,0.99,39.75,3.62
2001,"Yerukala Basti, Visakhapatnam",1.95,1.82,0.92,39.57,3.81
2002,"Yerukala Basti, Visakhapatnam",1.79,2.26,0.83,39.34,3.95
2003,"Yerukala Basti, Visakhapatnam",1.86,1.38,0.74,39.04,4.16
2004,"Yerukala Basti, Visakhapatnam",1.68,1.38,0.96,38.66,4.27
2005,"Yerukala Basti, Visakhapatnam",1.71,2.29,1.04,38.4,4.37
2006,"Yerukala Basti, Visakhapatnam",1.72,1.88,1.08,38.22,4.56
2007,"Yerukala Basti, Visakhapatnam",1.88,1.27,1.26,38.12,4.76
2008,"Yerukala Basti, Visakhapatnam",1.72,1.77,1.3,37.7,4.86
2009,"Yerukala Basti, Visakhapatnam",1.75,1.27,1.31,37.41,4.78
2010,"Yerukala Basti, Visakhapatnam",1.82,1.27,1.53,37.21,4.67
2011,"Yerukala Basti, Visakhapatnam",1.75,1.62,1.54,37.1,4.59
2012,"Yerukala Basti, Visakhapatnam",1.73,0.54,1.73,36.97,4.49
2013,"Yerukala Basti, Visakhapatnam",1.71,0.64,1.97,36.59,4.4
2014,"Yerukala Basti, Visakhapatnam",1.68,1.22,2.2,36.2,4.32
2015,"Yerukala Basti, Visakhapatnam",1.87,0.99,2.11,36.05,4.53
2016,"Yerukala Basti, Visakhapatnam",1.77,1.66,2.1,35.56,4.72
2017,"Yerukala Basti, Visakhapatnam",1.88,1.05,2.35,35.2,4.85
2018,"Yerukala Basti, Visakhapatnam",1.93,0.79,2.32,34.72,4.97
2019,"Yerukala Basti, Visakhapatnam",1.93,2.23,2.21,34.31,5.2
2020,"Yerukala Basti, Visakhapatnam",1.79,1.39,2.25,34.19,5.37
2021,"Yerukala Basti, Visakhapatnam",1.81,1.53,2.11,33.86,5.3
2022,"Yerukala Basti, Visakhapatnam",2.02,0.79,2.01,33.58,5.29
2023,"Yerukala Basti, Visakhapatnam",2.19,1.23,1.99,33.14,5.32
2024,"Yerukala Basti, Visakhapatnam",2.2,1.56,2.13,32.64,5.25
2025,"Yerukala Basti, Visakhapatnam",2.23,0.92,2,32.34,5.37
1995,"Madhurawada, Visakhapatnam",2.026432325,1.69,0.553476647,32.08833227,4.567549519
1996,"Madhurawada, Visakhapatnam",1.98,1.2,0.42,31.89,4.51
1997,"Madhurawada, Visakhapatnam",1.94,1.35,0.62,31.65,4.68
1998,"Madhurawada, Visakhapatnam",1.8,1.2,0.5,31.26,4.74
1999,"Madhurawada, Visakhapatnam",1.89,1.75,0.59,30.92,4.73
2000,"Madhurawada, Visakhapatnam",2.05,1.43,0.44,30.6,4.94
2001,"Madhurawada, Visakhapatnam",2.08,1.82,0.59,30.41,4.94
2002,"Madhurawada, Visakhapatnam",2.08,2.26,0.77,30.23,4.89
2003,"Madhurawada, Visakhapatnam",2.08,1.38,0.69,30.09,5.09
2004,"Madhurawada, Visakhapatnam",2.12,1.38,0.78,29.81,5
2005,"Madhurawada, Visakhapatnam",2.01,2.29,0.91,29.38,5.16
2006,"Madhurawada, Visakhapatnam",2.02,1.88,0.83,28.92,5
2007,"Madhurawada, Visakhapatnam",2.17,1.27,0.71,28.44,5.19
2008,"Madhurawada, Visakhapatnam",2.05,1.77,0.63,28.12,5.16
2009,"Madhurawada, Visakhapatnam",2.07,1.27,0.72,28.01,5.26
2010,"Madhurawada, Visakhapatnam",2.25,1.27,0.8,27.9,5.43
2011,"Madhurawada, Visakhapatnam",2.35,1.62,0.66,27.59,5.42
2012,"Madhurawada, Visakhapatnam",2.35,0.54,0.89,27.46,5.46
2013,"Madhurawada, Visakhapatnam",2.47,0.64,0.81,27.28,5.44
2014,"Madhurawada, Visakhapatnam",2.42,1.22,0.86,27.17,5.47
2015,"Madhurawada, Visakhapatnam",2.46,0.99,0.72,27.02,5.58
2016,"Madhurawada, Visakhapatnam",2.58,1.66,0.82,26.7,5.66
2017,"Madhurawada, Visakhapatnam",2.58,1.05,0.83,26.44,5.76
2018,"Madhurawada, Visakhapatnam",2.73,0.79,0.85,26.21,5.77
2019,"Madhurawada, Visakhapatnam",2.79,2.23,0.87,26.04,5.97
2020,"Madhurawada, Visakhapatnam",2.72,1.39,0.74,25.89,6.11
2021,"Madhurawada, Visakhapatnam",2.71,1.53,0.9,25.76,6.27
2022,"Madhurawada, Visakhapatnam",2.77,0.79,1.04,25.41,6.43
2023,"Madhurawada, Visakhapatnam",2.68,1.23,1.26,25.18,6.65
2024,"Madhurawada, Visakhapatnam",2.73,1.56,1.38,25.07,6.55
2025,"Madhurawada, Visakhapatnam",2.78,0.92,1.29,24.62,6.67
1995,"Sanjay Nagar, Bengaluru",3.015442152,1.69,0.984877623,49.64574978,2.953173088
1996,"Sanjay Nagar, Bengaluru",3.11,1.2,0.87,49.44,2.88
1997,"Sanjay Nagar, Bengaluru",3.1,1.35,0.91,49.2,2.95
1998,"Sanjay Nagar, Bengaluru",3.23,1.2,1.12,49.02,2.9
1999,"Sanjay Nagar, Bengaluru",3.14,1.75,1.16,48.61,2.77
2000,"Sanjay Nagar, Bengaluru",3.23,1.43,1.16,48.5,2.83
2001,"Sanjay Nagar, Bengaluru",3.38,1.82,1.23,48,2.75
2002,"Sanjay Nagar, Bengaluru",3.26,2.26,1.13,47.7,2.81
2003,"Sanjay Nagar, Bengaluru",3.45,1.38,1.24,47.31,2.65
2004,"Sanjay Nagar, Bengaluru",3.42,1.38,1.44,47.04,2.54
2005,"Sanjay Nagar, Bengaluru",3.44,2.29,1.4,46.89,2.4
2006,"Sanjay Nagar, Bengaluru",3.5,1.88,1.35,46.78,2.34
2007,"Sanjay Nagar, Bengaluru",3.59,1.27,1.39,46.59,2.44
2008,"Sanjay Nagar, Bengaluru",3.74,1.77,1.34,46.35,2.33
2009,"Sanjay Nagar, Bengaluru",3.83,1.27,1.41,46.19,2.23
2010,"Sanjay Nagar, Bengaluru",3.9,1.27,1.33,45.77,2.25
2011,"Sanjay Nagar, Bengaluru",4.08,1.62,1.55,45.48,2.13
2012,"Sanjay Nagar, Bengaluru",4,0.54,1.49,45.11,2.04
2013,"Sanjay Nagar, Bengaluru",4.13,0.64,1.68,44.61,2.04
2014,"Sanjay Nagar, Bengaluru",4.35,1.22,1.67,44.46,2.02
